rank_saa,playerID,name,career_PA,qualifying_seasons,SAA_final,SAA_total,SAA_peak,SAA_rate,z_AVG_career,z_ISO_career,z_BB_career,z_SB_career,z_DEF_career,real_WAR,is_negro_leaguer,is_nel_ranked,season_equivalents
32,santoro01,Ron Santo,9396.0,15.0,9.845690851237269,10.512638584395074,9.178743118079463,0.6229105243656303,0.5008806427785025,0.873057387769052,0.8313091822761127,-0.5039053946928723,0.8899436822151997,70.53999999999999,False,False,19.749774633300856
33,mageesh01,Sherry Magee,8546.0,16.0,9.816631010223958,11.057406858721944,8.575855161725974,0.7468276365806567,0.6363305364781985,1.4257964033054422,0.15297026288591595,0.6710994520538963,0.22891291575791603,59.97,False,False,17.88337542178967
34,piazzmi01,Mike Piazza,7745.0,15.0,9.663019493671927,11.046878859527146,8.279160127816708,0.8442917733864173,1.205759928032065,1.2059912714621006,0.25425432409073756,-0.54321747041424,0.7483136408525882,59.56,False,False,16.447169543648677
35,greenha01,Hank Greenberg,6096.0,10.0,9.646198515444492,10.075541699802068,9.216855331086919,1.014827097512379,0.7745212586834928,2.661572606835513,1.2315205438170598,-0.145553552203421,-0.6229888065234321,55.37,False,False,12.08257360772451
36,arenano01,Nolan Arenado,7512.0,13.0,9.535952711324132,10.175188657399595,8.896716765248671,0.8095059085805125,0.8134487752760108,0.9787219110728422,-0.29497303933496577,-0.49717889577575447,1.8072915889786079,60.04,False,False,17.101009187723616
37,matheed01,Eddie Mathews,10101.0,16.0,9.525426928680897,11.16019992084643,7.890653936515365,0.6623055427173034,0.15324337536694757,1.583881017610481,1.4916026445067059,-0.17492040452075322,0.04750000412739748,96.01,False,False,21.06704611226399
38,charlos99,Oscar Charleston,5725.0,18.0,9.512096823227361,11.290663351231842,7.733530295222881,1.3575947917312834,1.5044950997050648,1.8830269864547817,0.952386361629948,2.1582120786325176,-0.09365505150087813,46.790000000000006,True,True,19.30288421414056
39,yountro01,Robin Yount,12249.0,20.0,9.462131716598417,10.756871694945442,8.167391738251391,0.510415055884512,0.671864359394113,0.3049896551699433,-0.17761963025355534,-0.11568274688594019,1.233445446146223,77.36,False,False,26.314198761810268
40,tulowtr01,Troy Tulowitzki,5415.0,11.0,9.404030366208548,9.741109514813969,9.066951217603128,1.0932689270488423,0.8137373849990416,1.1830558512679268,0.511873015363531,-0.4659355087835199,2.5183129861394136,44.78,False,False,11.487653720748183
41,ottme01,Mel Ott,11337.0,18.0,9.35661418862699,11.719403317874216,6.9938250593797635,0.6384276367100535,0.4128609788654303,1.7306272837273196,1.8576942714560993,-0.48070042428943005,-0.7115911339221913,110.71000000000001,False,False,22.96540837470884
42,cabremi01,Miguel Cabrera,11796.0,20.0,9.337939845420294,10.276957530906648,8.398922159933942,0.4357878983690563,1.3325306903566176,0.6925255604697086,0.48138836979747607,-0.5338307617555862,-0.8324236884151525,67.23,False,False,25.404338979296703
43,boggswa01,Wade Boggs,10740.0,18.0,9.307971713010799,10.22478023198317,8.391163194038429,0.539764669528342,1.987637527778351,-0.5389379588248273,1.2356978170483726,-0.6229242009911583,0.21938718618281713,91.44000000000001,False,False,22.965740879086553
44,beltrca01,Carlos Beltran,11031.0,19.0,9.243721932406743,10.14391212692257,8.343531737890917,0.5134525888792455,0.2806670001634701,0.6592487554854045,0.26958969788253706,0.5823780713537879,0.731405426304753,70.03,False,False,23.27118391178876
45,ashburi01,Richie Ashburn,9736.0,15.0,9.131668746758383,10.095094575247316,8.16824291826945,0.5951383465728188,1.0123224662242976,-1.379721707224242,0.657934129076574,1.3897454387589863,2.502950810446231,64.31,False,False,20.55694381283047
46,connoro01,Roger Connor,8847.0,17.0,9.101692182029515,11.511221647334985,6.692162716724045,0.7893409129601133,0.9426021922436485,1.6646310561841826,1.1401461610026495,-0.48925831915462803,-0.4884150723602383,84.24,False,False,20.261526789812997
47,bagweje01,Jeff Bagwell,9431.0,14.0,9.048976678557741,10.261381627237167,7.836571729878315,0.658756623006939,0.6695634503103282,1.0698094578233646,1.3202830767156086,0.4087505347986812,-0.1797930529229882,79.88,False,False,20.10845092356561
48,bettsmo01,Mookie Betts,6936.0,12.0,8.92723702696447,9.577539266009342,8.276934787919597,0.8157348295074572,1.1013423953591466,0.9378343576526855,0.6485861416561706,0.5485380394041851,0.4213469274893592,77.24,False,False,15.682593125986669
49,jacksjo01,Shoeless Joe Jackson,5690.0,9.0,8.888843679840146,9.343755064891466,8.433932294788827,1.0221062969799233,2.1373739041419624,1.6160622873106514,0.195883672407962,-0.11908995321276723,-0.5580196618769017,61.47,False,False,11.466957802982176
50,doerrbo01,Bobby Doerr,8028.0,13.0,8.739061994217698,9.889337566696872,7.588786421738524,0.7546769652203087,0.49654855327969155,1.0295417902988218,0.061384077619775095,-0.46774796343264113,1.6874312536402072,51.24,False,False,16.118318132353355
51,sandbry01,Ryne Sandberg,9282.0,15.0,8.697579331951161,9.199236564437767,8.195922099464555,0.5533903428895364,0.5778521909475808,0.7377387682725212,-0.20771116012180374,0.5143543051297708,0.6402437031135453,67.95,False,False,20.11622030991465
52,allendi01,Dick Allen,7314.0,14.0,8.668025867208584,9.745550433008217,7.590501301408951,0.7810277700762857,0.9249707567711356,1.783465145386827,0.926128226937658,0.3395883157476075,-0.7903732741981482,58.79,False,False,15.359261641370454
53,jonesch06,Chipper Jones,10614.0,18.0,8.651632405814164,9.895047696666722,7.408217114961605,0.5572174273333305,1.003872937399082,0.9068173592125329,1.4992243151166014,-0.04869525134597895,-0.8052128401360817,85.26,False,False,22.63461727852882
54,averiea01,Earl Averill,7215.0,11.0,8.63929305816464,9.468449436395188,7.810136679934093,0.8005213273869538,0.6135585584164422,1.341028687563949,0.6375130803367787,-0.3261781932123471,0.915058324401966,51.45,False,False,14.083336994809082
55,edmonji01,Jim Edmonds,7980.0,16.0,8.622000587830973,9.956086574824752,7.287914600837193,0.740639358558177,0.2731541859894152,1.1674034681427565,0.9325766883760602,-0.6788049131096269,1.4154744239594104,60.4,False,False,16.906898065494083
56,walkela01,Larry Walker,8030.0,16.0,8.613254628131077,9.674017349021941,7.552491907240215,0.7279170315291151,1.2828084695684854,1.4306058704239695,0.5863843822752003,0.22874980103019582,-0.8381034439958039,72.74,False,False,17.29220064905963
57,hamilbi01,Billy Hamilton,7608.0,13.0,8.568229065548405,9.491114087121831,7.645344043974979,0.759637188879754,1.3027945632466704,-0.44653545579911097,1.9668767831357579,2.1982211150567266,0.43124833413118846,63.93,False,False,15.41979776481012
58,bakerfr01,Home Run Baker,6660.0,12.0,8.56577314604641,9.245187107527222,7.886359184565599,0.8350875010884519,1.0328132695126642,1.2915715079846273,-0.29239882134285955,0.008022882403184824,0.8310483086661592,62.61,False,False,14.187022033345649
59,careyma01,Max Carey,10770.0,18.0,8.507480868866121,9.550777917718104,7.464183820014138,0.4980880510054895,-0.14615681102890146,-0.21868172245316977,0.39332082303235477,2.2399123684477353,1.7210814595105095,55.68,False,False,22.835789817259908
60,thomafr04,Frank Thomas,10074.0,17.0,8.496875503289559,9.486863161464182,7.506887845114937,0.5619458256811568,0.9273936038598419,1.3050673578716567,1.8807408978646203,-0.5612116068407961,-1.1987269597033763,73.82,False,False,20.919647830918954
61,carewro01,Rod Carew,10550.0,19.0,8.44693574004151,8.896177735141002,7.997693744942019,0.47467626996777423,1.9803204815306046,-0.4690375686442896,0.22272418099365668,0.7554590262459517,-0.3826346231104048,81.19,False,False,22.908531982533965
62,kalinal01,Al Kaline,11597.0,21.0,8.427623173074373,10.100666595235007,6.75457975091374,0.49042626514561843,0.89488585095957,0.5563606552917576,0.5520067482518538,-0.01504244718836532,0.006779415819356794,92.78999999999999,False,False,24.7721559550917
63,yastrca01,Carl Yastrzemski,13991.0,23.0,8.404722925320572,9.183290235757386,7.626155614883758,0.3579157201004117,0.5730337297485824,0.5720245319409132,1.2002737219066149,-0.15032442633171114,-0.4529834398196362,96.41,False,False,30.041849532053586
64,wellswi99,Willie Wells,4677.0,10.0,8.400501025501882,8.653117216520542,8.14788483448322,1.5713893250339965,1.508246057856096,1.9045039479021206,0.8106076657744988,1.7086564412682717,1.439847115645692,54.6,True,True,11.665624404895125
65,stoveha01,Harry Stovey,6848.0,14.0,8.374387443364977,9.520204715287292,7.228570171442662,0.8341300860356855,0.4439055303724096,1.8859799976794283,0.7528915287920037,1.598197548816414,-0.35313218983093797,44.95,False,False,15.698316634397226
66,ripkeca01,Cal Ripken,12883.0,20.0,8.341715796547735,8.638722898788584,8.044708694306886,0.3575812918441901,0.31103270979737235,0.700118435146895,0.08889099347425129,-0.760557919612367,0.6070132048736069,95.92999999999999,False,False,27.352864111043015
67,vaughar01,Arky Vaughan,7721.0,12.0,8.323799047870887,9.042485937215043,7.6051121585267305,0.7182048263051296,1.1705057995948802,0.3565921036917743,0.7898921621346904,0.2430662009848656,0.783898095035888,77.71,False,False,15.574125669653935
68,goldspa01,Paul Goldschmidt,8804.0,14.0,8.253024799533017,8.915887877202985,7.5901617218630495,0.6082647839757482,1.0170789878449717,0.7364840124610408,1.046828730080491,0.45777372935125965,-0.3413218102961534,65.0,False,False,19.707107436551553
69,benchjo01,Johnny Bench,8669.0,15.0,8.174507621456733,9.300991314253892,7.048023928659576,0.6416682595772878,0.21453323200100646,1.4680700088672134,0.3514564920492054,-0.21510247112352487,0.6162594261212684,75.14,False,False,17.26251301821206
70,guerrvl01,Vladimir Guerrero,9059.0,15.0,8.1727147026294,9.326031381437204,7.019398023821596,0.5990328555510256,1.4858621104048122,1.0087547601984888,-0.37075694972265855,0.12798332551064784,-0.6253742160438183,59.46,False,False,18.7916552638636
71,ortizda01,David Ortiz,10091.0,18.0,8.132521549493156,9.41834379268551,6.846699306300803,0.5350574727514168,0.6195901014589346,1.6416417906154808,1.1907259474289391,-0.5738146499040989,-1.0250161231169586,55.04,False,False,20.85438040385387
72,puckeki01,Kirby Puckett,7831.0,12.0,8.127144415519165,8.849882918229062,7.404405912809269,0.6780653493726775,1.592894922140065,0.16244088440422944,-0.9800694106239013,-0.4431142817494906,1.4689148832336414,51.13,False,False,16.955358844630858
73,cedence01,Cesar Cedeno,8133.0,16.0,8.114174470907685,8.38543527405865,7.8429136677567195,0.5934966597959278,0.47670754336934135,0.39205425893351686,-0.24117961338372046,2.197757164024087,0.6860518202051683,53.03,False,False,16.853798668162973
74,ansonca01,Cap Anson,11331.0,26.0,8.071471106023992,9.862595915542862,6.2803462965051216,0.49135012917960647,1.283838679260993,0.3627325043240821,0.8090975299552182,-0.38883157478159086,-0.4566079973877325,94.33,False,False,28.844699419556893
75,simmoal01,Al Simmons,9515.0,16.0,8.038168748543526,9.03343011211499,7.042907384972062,0.5683494337762428,0.9958760800009552,1.0891809778171866,-0.6369046774440855,-0.4839602145274885,0.27459402813978845,68.24,False,False,18.684589704538464
76,dahlebi01,Bill Dahlen,10405.0,19.0,8.03259263381245,9.105806778996381,6.959378488628521,0.49001992773093783,-0.09108360468425324,0.5165832510764969,0.7845881774692137,0.4472508376708474,1.195930661496293,74.94,False,False,21.574647206753077
77,davisge01,George Davis,10178.0,18.0,8.006847222623893,9.793077970129309,6.2206164751184785,0.5634776363609779,0.46462294479199884,0.4679710214689021,0.1580685734211113,0.6742905492751217,1.0023176710654216,84.35000000000001,False,False,20.88031302105231
78,sislege01,George Sisler,9013.0,15.0,8.005950781386666,7.792516769702493,8.219384793070839,0.4506801629275377,1.2464694564086465,0.23332549882170478,-0.892992756797075,1.1895444621554594,-0.11456747088703004,57.65,False,False,18.490348939320082
79,larkiba01,Barry Larkin,9057.0,17.0,7.9929154984411275,9.03097222695979,6.954858769922465,0.6074089101400615,0.9190254249852486,0.23405374829587702,0.5172055752097606,1.0100468386211316,0.5437995838631728,70.53,False,False,18.953246366534465
80,lynnfr01,Fred Lynn,7923.0,16.0,7.945413814904226,8.628971138620596,7.261856491187857,0.6211031599093566,0.38421191605726496,1.050868172966027,0.5699466008310528,-0.6981899561543066,1.0170173436734729,50.17,False,False,16.90008189796168
81,ramirma02,Manny Ramirez,9774.0,17.0,7.943752215843885,9.766719845695686,6.120784585992084,0.6021931894985482,1.2660856841653023,1.624336059698478,1.2594355632401486,-0.9084627306902874,-1.5001530845778601,69.33,False,False,20.293405909379427
82,clarkfr01,Fred Clarke,9838.0,18.0,7.898500980225588,9.935551537590312,5.861450422860865,0.5996525740388555,0.6832015600541465,0.6896365427976372,0.313797608712133,0.3472775374833221,0.6084681428188743,69.06,False,False,20.40763914420941
83,molitpa01,Paul Molitor,12160.0,20.0,7.872002917951752,9.450748697426656,6.293257138476848,0.43370579920785235,1.247956733180785,-0.04846728357270801,-0.061458540322026314,0.9145743542022314,-0.05726308531295623,75.7,False,False,26.197651972324806
84,canoro01,Robinson Cano,9550.0,15.0,7.856321487515208,8.737802508334024,6.974840466696391,0.5524101529305075,1.1416372288367367,0.6793094318096942,-0.5009953528793034,-0.6348499599378581,0.5985534300914733,68.72,False,False,19.54828428298891
85,johnsbo01,Bob Johnson,8047.0,13.0,7.847480944925264,9.091611088785344,6.603350801065186,0.6778882382591283,0.29875454454665656,1.3982706984441262,1.2540479224219914,-0.04060726750211098,0.23718299934952772,55.47,False,False,15.99422707937906
86,mizejo01,Johnny Mize,7371.0,13.0,7.7959688133036105,8.665518693444257,6.926418933162964,0.7135104438851926,0.95600358112092,1.9748423291051158,0.4127876061549115,-0.6035153031934668,-0.7333527973938125,70.39,False,False,15.30904576701799
87,smithre06,Reggie Smith,8050.0,15.0,7.783484425014678,9.20977253807361,6.357196311955747,0.6925508864324058,0.6366710806693537,1.181837789972767,0.5980569048043579,-0.07632203636976764,0.4741236919815521,64.58,False,False,16.77582175035196
88,mccovwi01,Willie McCovey,9686.0,21.0,7.777061816049056,8.719042039869956,6.835081592228155,0.48985951234183206,0.16115038232912898,1.7178419996352463,1.3437493333182156,-0.5490045313004234,-0.7665634122462995,64.52,False,False,19.831940037918237
89,robinja02,Jackie Robinson,5948.0,10.0,7.767836705658505,8.06464738819778,7.47102602311923,0.8339862862665751,1.2122928163592444,0.4318698435368105,0.6322288454438668,2.631596199830694,0.07177491885151345,64.08,True,False,12.153181529042769
90,friscfr01,Frankie Frisch,10100.0,17.0,7.704851050491705,8.63726728904091,6.7724348119424995,0.49492028338983995,0.6664186011279971,-0.038478235050471425,-0.316969857417853,1.4521786827319598,0.9650864551758576,71.7,False,False,20.659401088919594
91,cronijo01,Joe Cronin,8838.0,15.0,7.689025035126866,8.653478608983542,6.724571461270189,0.5897438722524714,0.5004908347205919,0.750404637837834,0.9198227262483439,-0.23831343347451958,0.731621506037806,64.64,False,False,17.067834995565534
92,mcgwima01,Mark McGwire,7660.0,13.0,7.6681319063455575,8.070447993908623,7.265815818782492,0.6219950458927133,-0.3694864069563277,2.640078089088369,2.0282206202842286,-0.6346989502951556,-0.9926731287290328,62.15,False,False,15.529317650983435
93,beltrad01,Adrian Beltre,12130.0,21.0,7.6548582128496445,8.637674448602668,6.6720419770966215,0.40054124067233093,0.5699062101851056,0.47302940613389033,-0.5369046093996563,-0.18005863082430484,0.7967843989951412,93.72,False,False,25.4958744945596
94,ramirjo01,Jose Ramirez,6757.0,12.0,7.552979108418128,7.981767733564519,7.124190483271739,0.691707308138429,0.7778746201372437,0.9595425532614069,0.40981488119093323,1.6613651950946609,-0.18317925754862813,59.76,False,False,15.30509711078546
95,bankser01,Ernie Banks,10395.0,17.0,7.491214916962591,7.49954938973081,7.482880444194371,0.39799429528127267,0.3073720782587234,1.3862970246766566,-0.5285562318707356,-0.35059921330732907,-0.1109544554076745,67.8,False,False,21.646662773710144
96,crawfsa01,Sam Crawford,10594.0,17.0,7.434272438474026,8.544452248021669,6.324092628926383,0.48981753442328646,1.0412560616692896,1.5545005445916564,-0.2432369557344429,-0.25683066097321267,-1.1945134289211594,75.92999999999999,False,False,21.811505911852713
97,fiskca01,Carlton Fisk,9853.0,21.0,7.417641535854536,9.187387723538752,5.6478953481703185,0.5408811358167409,0.2848746005365032,1.034536958247182,-0.06356855729799127,-0.04822638471491504,0.7811858119146307,68.45,False,False,21.013298339718197
98,applilu01,Luke Appling,10243.0,17.0,7.4139368036712545,8.527488724573644,6.300384882768865,0.49999919570401585,0.9796756926407106,-0.52546117541042,0.9425203329564995,0.407779826336046,1.1435241230283708,76.95,False,False,20.074842640945242
99,freemfr01,Freddie Freeman,9363.0,15.0,7.405723583613492,8.679106747113996,6.132340420112987,0.5480026085737172,1.3566214170725601,0.6545000937803412,0.7703335568043922,-0.0005553068765101712,-0.6615583483747074,67.45,False,False,21.309766728856562
100,thomeji01,Jim Thome,10313.0,18.0,7.388507309122617,9.047222668828015,5.729791949417219,0.5462380493202695,0.13533150935536803,1.710592876782213,2.1230671659062974,-0.6067624374910668,-0.795848696812639,72.94,False,False,20.437992693767562
101,rolensc01,Scott Rolen,8518.0,16.0,7.365309188289929,8.353162055370003,6.377456321209856,0.5798908453539677,0.34070662433508647,0.6840064027409773,0.44050853699324627,0.010258226193915672,1.137001304562163,70.12,False,False,17.709075626021214
102,gibsojo99,Josh Gibson,3211.0,9.0,7.221969073668999,7.535593387752527,6.9083447595854715,2.059843295057638,2.4060543954203673,3.612946085308221,1.0569444881511287,0.31712288590638005,0.3369289345203864,40.91,True,True,9.006193195717707
103,otisam01,Amos Otis,8246.0,14.0,7.221062244069694,8.07210244811884,6.370022040020547,0.5985256750232154,0.31084234007420336,0.27549257667778293,0.05908379222036472,1.0919082371481343,1.5376299853038478,42.78,False,False,17.339932752370192
104,wrighda03,David Wright,6870.0,11.0,7.199997806686037,7.58703291469733,6.812962698674744,0.6848748144208537,0.9815649878019511,0.5741375763802762,0.7413640706905167,0.8285150624735886,0.3058806592488747,49.13,False,False,14.123299193315637
105,martied01,Edgar Martinez,8672.0,14.0,7.179446069005666,8.105315028287661,6.253577109723669,0.5658078955589048,1.3667572970749688,0.6616220783776333,1.4819232984020443,-0.482453260485384,-0.7132646043427094,68.42,False,False,17.443204115061107
106,jacksre01,Reggie Jackson,11416.0,20.0,7.179218914230521,8.318930301187088,6.039507527273955,0.38752817729761385,-0.17509384377318457,1.6038725146390962,0.8721046260846417,0.05735042829611593,-0.6702546470011774,74.03,False,False,24.402323346967627
107,harpebr03,Bryce Harper,7665.0,14.0,7.140436739810289,8.107281640039746,6.173591839580831,0.6310639502744658,0.7234941080024161,1.243628737731246,1.8598984160333558,0.18222427543266223,-0.8164258629611734,56.72,False,False,17.530752003033918
108,alomaro01,Roberto Alomar,10400.0,16.0,7.118506843116253,8.07418616221143,6.162827524021077,0.43699008703004244,0.9813048971119549,0.07122702499948386,0.2920492096662304,1.132780242046031,-0.10626217387307682,67.01,False,False,21.749300928090662
109,grichbo01,Bobby Grich,8220.0,15.0,7.0698017417173125,7.930462478917426,6.209141004517199,0.5742015978516282,0.030843810018755236,0.8108848847108793,1.3292051831049416,-0.4271706210648066,1.1573976661436218,71.08,False,False,17.535271481844255
110,willibe02,Bernie Williams,9053.0,16.0,7.05335187388782,7.570362466039712,6.536341281735929,0.46400055982447913,0.6672587939656325,0.1452405918537214,0.6758808931890488,-0.3342838973244308,0.9304552224610557,49.589999999999996,False,False,19.06068660765596
111,kellejo01,Joe Kelley,8139.0,16.0,7.0489665587798465,7.854688247022486,6.243244870537207,0.5504613725085999,0.6234044401030511,0.9292353156143608,0.926818779714874,0.20395173516097373,-0.14203802847104174,50.57,False,False,16.868309747900526
112,steartu99,Turkey Stearnes,4498.0,12.0,7.035009853348315,7.94084975018249,6.129169956514141,1.3432505920804887,1.359465159503952,2.4731802531374947,0.2717648717833441,0.868316540026015,0.2897627118217957,54.82,True,True,13.011702440329039
113,pinsova01,Vada Pinson,10403.0,17.0,7.031977509339519,6.973648121426074,7.090306897252965,0.3315973782217396,0.6172291620380974,0.17253484153795698,-1.068554914076186,1.0126564617827691,0.5012901118913251,54.09,False,False,21.88881427162711
114,willike01,Ken Williams,5616.0,11.0,6.987272910518804,7.157688864462991,6.816856956574617,0.7571971904356135,0.4590912799985088,1.4988358869591907,0.6068029864298554,0.3172124262045414,0.38708749542431903,42.58,False,False,10.878861412716502
